Time	value_on_device_(l/h)_CO2       	value_in_program_(l/h)_CO2       	Gas_consumption_(l)_CO2       	Temperature_(C)_CO2       	value_on_device_(l/h)_Ar        	value_in_program_(l/h)_Ar        	Gas_consumption_(l)_Ar        	Temperature_(C)_Ar        
00:08:44	0.0	9.091	0.0	34.704	0.0	8.15	0.052	36.009
00:09:01	0.0	9.091	0.0	34.708	0.0	8.15	0.052	36.013
00:09:17	0.0	9.091	0.0	34.692	0.0	8.15	0.052	35.99
00:09:33	0.0	9.091	0.0	34.714	0.0	8.15	0.052	36.011
00:09:49	0.0	9.091	0.0	34.727	0.0	8.15	0.052	35.993
00:10:05	0.0	9.091	0.0	34.71	0.0	8.15	0.052	36.007
00:10:21	0.0	9.091	0.0	34.7	0.0	8.15	0.052	36.005
00:10:37	0.0	9.091	0.0	34.734	0.0	8.15	0.052	36.001
00:10:53	0.0	9.091	0.0	34.707	0.0	8.15	0.052	36.012
00:11:09	0.0	9.091	0.0	34.73	0.0	8.15	0.052	36.018
00:11:25	0.0	9.091	0.0	34.727	0.0	8.15	0.052	36.015
00:11:41	0.0	9.091	0.0	34.723	0.0	8.15	0.052	36.023
00:11:58	0.0	9.091	0.0	34.745	0.0	8.15	0.052	36.034
00:12:14	0.0	9.091	0.0	34.737	0.0	8.15	0.052	36.02
00:12:29	0.0	9.091	0.0	34.738	0.0	8.15	0.052	36.017
00:12:46	0.0	9.091	0.0	34.761	0.0	8.15	0.052	36.026
00:13:01	0.0	9.091	0.0	34.75	0.0	8.15	0.052	36.041
00:13:17	0.0	9.091	0.0	34.747	0.0	8.15	0.052	36.025
00:13:32	0.0	9.091	0.0	34.761	0.0	8.15	0.052	36.025
00:13:48	0.0	9.091	0.0	34.78	0.0	8.15	0.052	36.019
00:14:04	0.0	9.091	0.0	34.778	0.0	8.15	0.052	36.008
00:14:19	0.0	9.091	0.0	34.749	0.0	8.15	0.052	36.017
00:14:35	0.0	9.091	0.0	34.781	0.0	8.15	0.052	36.017
00:14:50	0.0	9.091	0.0	34.739	0.0	8.15	0.052	36.009
00:15:05	0.0	9.091	0.0	34.778	0.0	8.15	0.052	36.045
00:15:21	0.0	9.091	0.0	34.783	0.0	8.15	0.052	36.031
00:15:37	0.0	9.091	0.0	34.778	0.0	8.15	0.052	36.055
00:15:53	0.0	9.091	0.0	34.761	0.0	8.15	0.052	36.036
00:16:08	0.0	9.091	0.0	34.757	0.0	8.15	0.052	36.05
00:16:24	0.0	9.091	0.0	34.776	0.0	8.15	0.052	36.052
00:16:40	0.0	9.091	0.0	34.786	0.0	8.15	0.052	36.057
00:16:55	0.0	9.091	0.0	34.788	0.0	8.15	0.052	36.064
00:17:11	0.0	9.091	0.0	34.778	0.0	8.15	0.052	36.08
00:17:26	0.0	9.091	0.0	34.811	0.0	8.15	0.052	36.08
00:17:42	0.0	9.091	0.0	34.806	0.0	8.15	0.052	36.07
00:17:58	0.0	9.091	0.0	34.813	0.0	8.15	0.052	36.081
00:18:14	0.0	9.091	0.0	34.811	0.0	8.15	0.052	36.094
00:18:29	0.0	9.091	0.0	34.788	0.0	8.15	0.052	36.096
00:18:45	0.0	9.091	0.0	34.797	0.0	8.15	0.052	36.077
00:19:00	0.0	9.091	0.0	34.809	0.0	8.15	0.052	36.121
00:19:16	0.0	9.091	0.0	34.788	0.0	8.15	0.052	36.114
00:19:32	0.0	9.091	0.0	34.818	0.0	8.15	0.052	36.118
00:19:47	0.0	9.091	0.0	34.811	0.0	8.15	0.052	36.139
00:20:03	0.0	9.091	0.0	34.802	0.0	8.15	0.052	36.146
00:20:19	0.0	9.091	0.0	34.81	0.0	8.15	0.052	36.124
00:20:34	0.0	9.091	0.0	34.785	0.0	8.15	0.052	36.15
00:20:50	0.0	9.091	0.0	34.798	0.0	8.15	0.052	36.129
00:21:05	0.0	9.091	0.0	34.819	0.0	8.15	0.052	36.167
00:21:21	0.0	9.091	0.0	34.796	0.0	8.15	0.052	36.155
00:21:37	0.0	9.091	0.0	34.793	0.0	8.15	0.052	36.175
00:21:52	0.0	9.091	0.0	34.809	0.0	8.15	0.052	36.158
00:22:08	0.0	9.091	0.0	34.803	0.0	8.15	0.052	36.181
00:22:24	0.0	9.091	0.0	34.787	0.0	8.15	0.052	36.183
00:22:40	0.0	9.091	0.0	34.785	0.0	8.15	0.052	36.174
00:22:55	0.0	9.091	0.0	34.808	0.0	8.15	0.052	36.191
00:23:11	0.0	9.091	0.0	34.843	0.0	8.15	0.052	36.177
00:23:27	0.0	9.091	0.0	34.817	0.0	8.15	0.052	36.198
00:23:42	0.0	9.091	0.0	34.808	0.0	8.15	0.052	36.177
00:23:58	0.0	9.091	0.0	34.797	0.0	8.15	0.052	36.174
00:24:14	0.0	9.091	0.0	34.796	0.0	8.15	0.052	36.188
00:24:29	0.0	9.091	0.0	34.816	0.0	8.15	0.052	36.197
00:24:45	0.0	9.091	0.0	34.789	0.0	8.15	0.052	36.189
00:25:01	0.0	9.091	0.0	34.814	0.0	8.15	0.052	36.207
00:25:16	0.0	9.091	0.0	34.814	0.0	8.15	0.052	36.209
00:25:32	0.0	9.091	0.0	34.794	0.0	8.15	0.052	36.192
00:25:48	0.0	9.091	0.0	34.81	0.0	8.15	0.052	36.202
00:26:04	0.0	9.091	0.0	34.819	0.0	8.15	0.052	36.217
00:26:19	0.0	9.091	0.0	34.827	0.0	8.15	0.052	36.218
00:26:35	0.0	9.091	0.0	34.808	0.0	8.15	0.052	36.215
00:26:50	0.0	9.091	0.0	34.812	0.0	8.15	0.052	36.22
00:27:06	0.0	9.091	0.0	34.819	0.0	8.15	0.052	36.225
00:27:22	0.0	9.091	0.0	34.808	0.0	8.15	0.052	36.22
00:27:38	0.0	9.091	0.0	34.816	0.0	8.15	0.052	36.229
00:27:53	0.0	9.091	0.0	34.836	0.0	8.15	0.052	36.248
00:28:09	0.0	9.091	0.0	34.821	0.0	8.15	0.052	36.243
00:28:24	0.0	9.091	0.0	34.825	0.0	8.15	0.052	36.232
00:28:40	0.0	9.091	0.0	34.818	0.0	8.15	0.052	36.232
00:28:55	0.0	9.091	0.0	34.809	0.0	8.15	0.052	36.234
00:29:11	0.0	9.091	0.0	34.818	0.0	8.15	0.052	36.237
00:29:27	0.0	9.091	0.0	34.831	0.0	8.15	0.052	36.233
00:29:43	0.0	9.091	0.0	34.837	0.0	8.15	0.052	36.249
00:29:58	0.0	9.091	0.0	34.808	0.0	8.15	0.052	36.245
00:30:14	0.0	9.091	0.0	34.826	0.0	8.15	0.052	36.269
00:30:29	0.0	9.091	0.0	34.828	0.0	8.15	0.052	36.243
00:30:45	0.0	9.091	0.0	34.831	0.0	8.15	0.052	36.23
00:31:01	0.0	9.091	0.0	34.814	0.0	8.15	0.052	36.264
00:31:17	0.0	9.091	0.0	34.821	0.0	8.15	0.052	36.236
00:31:32	0.0	9.091	0.0	34.82	0.0	8.15	0.052	36.254
00:31:49	0.0	9.091	0.0	34.814	0.0	8.15	0.052	36.229
00:32:04	0.0	9.091	0.0	34.813	0.0	8.15	0.052	36.255
00:32:20	0.0	9.091	0.0	34.817	0.0	8.15	0.052	36.246
00:32:36	0.0	9.091	0.0	34.827	0.0	8.15	0.052	36.257
00:32:52	0.0	9.091	0.0	34.811	0.0	8.15	0.052	36.243
00:33:07	0.0	9.091	0.0	34.811	0.0	8.15	0.052	36.248
00:33:23	0.0	9.091	0.0	34.815	0.0	8.15	0.052	36.243
00:33:38	0.0	9.091	0.0	34.82	0.0	8.15	0.052	36.26
00:33:54	0.0	9.091	0.0	34.791	0.0	8.15	0.052	36.245
00:34:09	0.0	9.091	0.0	34.817	0.0	8.15	0.052	36.235
00:34:25	0.0	9.091	0.0	34.785	0.0	8.15	0.052	36.261
00:34:41	0.0	9.091	0.0	34.818	0.0	8.15	0.052	36.266
00:34:56	0.0	9.091	0.0	34.816	0.0	8.15	0.052	36.261
00:35:12	0.0	9.091	0.0	34.809	0.0	8.15	0.052	36.268
00:35:28	0.0	9.091	0.0	34.832	0.0	8.15	0.052	36.275
00:35:44	0.0	9.091	0.0	34.816	0.0	8.15	0.052	36.275
00:35:59	0.0	9.091	0.0	34.792	0.0	8.15	0.052	36.277
00:36:15	0.0	9.091	0.0	34.826	0.0	8.15	0.052	36.295
00:36:30	0.0	9.091	0.0	34.819	0.0	8.15	0.052	36.281
00:36:46	0.0	9.091	0.0	34.796	0.0	8.15	0.052	36.27
00:37:02	0.0	9.091	0.0	34.825	0.0	8.15	0.052	36.268
00:37:17	0.0	9.091	0.0	34.807	0.0	8.15	0.052	36.289
00:37:33	0.0	9.091	0.0	34.825	0.0	8.15	0.052	36.279
00:37:49	0.0	9.091	0.0	34.83	0.0	8.15	0.052	36.313
00:38:04	0.0	9.091	0.0	34.827	0.0	8.15	0.052	36.277
00:38:20	0.0	9.091	0.0	34.818	0.0	8.15	0.052	36.292
00:38:35	0.0	9.091	0.0	34.843	0.0	8.15	0.052	36.294
00:38:51	0.0	9.091	0.0	34.823	0.0	8.15	0.052	36.292
00:39:07	0.0	9.091	0.0	34.829	0.0	8.15	0.052	36.294
00:39:22	0.0	9.091	0.0	34.828	0.0	8.15	0.052	36.311
00:39:38	0.0	9.091	0.0	34.837	0.0	8.15	0.052	36.295
00:39:54	0.0	9.091	0.0	34.851	0.0	8.15	0.052	36.3
00:40:09	0.0	9.091	0.0	34.846	0.0	8.15	0.052	36.284
00:40:25	0.0	9.091	0.0	34.841	0.0	8.15	0.052	36.287
00:40:40	0.0	9.091	0.0	34.84	0.0	8.15	0.052	36.301
00:40:56	0.0	9.091	0.0	34.853	0.0	8.15	0.052	36.312
00:41:12	0.0	9.091	0.0	34.837	0.0	8.15	0.052	36.321
00:41:28	0.0	9.091	0.0	34.856	0.0	8.15	0.052	36.283
00:41:43	0.0	9.091	0.0	34.859	0.0	8.15	0.052	36.305
00:41:59	0.0	9.091	0.0	34.853	0.0	8.15	0.052	36.323
00:42:15	0.0	9.091	0.0	34.852	0.0	8.15	0.052	36.32
00:42:30	0.0	9.091	0.0	34.866	0.0	8.15	0.052	36.313
00:42:46	0.0	9.091	0.0	34.869	0.0	8.15	0.052	36.311
00:43:02	0.0	9.091	0.0	34.88	0.0	8.15	0.052	36.321
00:43:18	0.0	9.091	0.0	34.871	0.0	8.15	0.052	36.328
00:43:33	0.0	9.091	0.0	34.872	0.0	8.15	0.052	36.324
00:43:49	0.0	9.091	0.0	34.876	0.0	8.15	0.052	36.33
00:44:05	0.0	9.091	0.0	34.894	0.0	8.15	0.052	36.331
00:44:21	0.0	9.091	0.0	34.886	0.0	8.15	0.052	36.328
00:44:36	0.0	9.091	0.0	34.894	0.0	8.15	0.052	36.334
00:44:52	0.0	9.091	0.0	34.899	0.0	8.15	0.052	36.325
00:45:08	0.0	9.091	0.0	34.903	0.0	8.15	0.052	36.323
00:45:24	0.0	9.091	0.0	34.889	0.0	8.15	0.052	36.341
00:45:39	0.0	9.091	0.0	34.916	0.0	8.15	0.052	36.332
00:45:55	0.0	9.091	0.0	34.901	0.0	8.15	0.052	36.363
00:46:11	0.0	9.091	0.0	34.892	0.0	8.15	0.052	36.352
00:46:26	0.0	9.091	0.0	34.904	0.0	8.15	0.052	36.336
00:46:42	0.0	9.091	0.0	34.916	0.0	8.15	0.052	36.327
00:46:58	0.0	9.091	0.0	34.917	0.0	8.15	0.052	36.353
00:47:13	0.0	9.091	0.0	34.896	0.0	8.15	0.052	36.35
00:47:29	0.0	9.091	0.0	34.915	0.0	8.15	0.052	36.355
00:47:45	0.0	9.091	0.0	34.914	0.0	8.15	0.052	36.367
00:48:00	0.0	9.091	0.0	34.913	0.0	8.15	0.052	36.362
00:48:16	0.0	9.091	0.0	34.903	0.0	8.15	0.052	36.36
00:48:31	0.0	9.091	0.0	34.909	0.0	8.15	0.052	36.34
00:48:47	0.0	9.091	0.0	34.921	0.0	8.15	0.052	36.345
00:49:02	0.0	9.091	0.0	34.922	0.0	8.15	0.052	36.344
00:49:18	0.0	9.091	0.0	34.922	0.0	8.15	0.052	36.336
00:49:34	0.0	9.091	0.0	34.917	0.0	8.15	0.052	36.354
00:49:50	0.0	9.091	0.0	34.922	0.0	8.15	0.052	36.373
00:50:05	0.0	9.091	0.0	34.923	0.0	8.15	0.052	36.357
00:50:21	0.0	9.091	0.0	34.902	0.0	8.15	0.052	36.355
00:50:37	0.0	9.091	0.0	34.931	0.0	8.15	0.052	36.36
00:50:52	0.0	9.091	0.0	34.933	0.0	8.15	0.052	36.375
00:51:08	0.0	9.091	0.0	34.92	0.0	8.15	0.052	36.368
00:51:24	0.0	9.091	0.0	34.927	0.0	8.15	0.052	36.353
00:51:39	0.0	9.091	0.0	34.925	0.0	8.15	0.052	36.371
00:51:55	0.0	9.091	0.0	34.929	0.0	8.15	0.052	36.362
00:52:11	0.0	9.091	0.0	34.938	0.0	8.15	0.052	36.366
00:52:27	0.0	9.091	0.0	34.962	0.0	8.15	0.052	36.378
00:52:42	0.0	9.091	0.0	34.937	0.0	8.15	0.052	36.369
00:52:58	0.0	9.091	0.0	34.919	0.0	8.15	0.052	36.356
00:53:13	0.0	9.091	0.0	34.945	0.0	8.15	0.052	36.383
00:53:29	0.0	9.091	0.0	34.957	0.0	8.15	0.052	36.37
00:53:45	0.0	9.091	0.0	34.953	0.0	8.15	0.052	36.38
00:54:00	0.0	9.091	0.0	34.94	0.0	8.15	0.052	36.397
00:54:16	0.0	9.091	0.0	34.942	0.0	8.15	0.052	36.375
00:54:31	0.0	9.091	0.0	34.977	0.0	8.15	0.052	36.385
00:54:47	0.0	9.091	0.0	34.956	0.0	8.15	0.052	36.382
00:55:03	0.0	9.091	0.0	34.964	0.0	8.15	0.052	36.391
00:55:19	0.0	9.091	0.0	34.95	0.0	8.15	0.052	36.398
00:55:34	0.0	9.091	0.0	34.981	0.0	8.15	0.052	36.396
00:55:50	0.0	9.091	0.0	34.973	0.0	8.15	0.052	36.402
00:56:06	0.0	9.091	0.0	34.949	0.0	8.15	0.052	36.388
00:56:22	0.0	9.091	0.0	34.953	0.0	8.15	0.052	36.41
00:56:38	0.0	9.091	0.0	34.979	0.0	8.15	0.052	36.422
00:56:53	0.0	9.091	0.0	34.981	0.0	8.15	0.052	36.416
00:57:09	0.0	9.091	0.0	34.994	0.0	8.15	0.052	36.422
00:57:25	0.0	9.091	0.0	34.996	0.0	8.15	0.052	36.389
00:57:40	0.0	9.091	0.0	34.974	0.0	8.15	0.052	36.399
00:57:56	0.0	9.091	0.0	34.996	0.0	8.15	0.052	36.416
00:58:11	0.0	9.091	0.0	34.975	0.0	8.15	0.052	36.424
00:58:27	0.0	9.091	0.0	34.98	0.0	8.15	0.052	36.427
00:58:42	0.0	9.091	0.0	34.981	0.0	8.15	0.052	36.429
00:58:58	0.0	9.091	0.0	34.979	0.0	8.15	0.052	36.42
00:59:14	0.0	9.091	0.0	34.962	0.0	8.15	0.052	36.409
00:59:30	0.0	9.091	0.0	34.995	0.0	8.15	0.052	36.424
00:59:45	0.0	9.091	0.0	34.978	0.0	8.15	0.052	36.435
01:00:01	0.0	9.091	0.0	34.986	0.0	8.15	0.052	36.438
01:00:17	0.0	9.091	0.0	35.0	0.0	8.15	0.052	36.418
01:00:33	0.0	9.091	0.0	34.991	0.0	8.15	0.052	36.432
01:00:49	0.0	9.091	0.0	34.974	0.0	8.15	0.052	36.425
01:01:04	0.0	9.091	0.0	34.997	0.0	8.15	0.052	36.437
01:01:20	0.0	9.091	0.0	35.014	0.0	8.15	0.052	36.444
01:01:35	0.0	9.091	0.0	34.986	0.0	8.15	0.052	36.437
01:01:51	0.0	9.091	0.0	34.995	0.0	8.15	0.052	36.453
01:02:07	0.0	9.091	0.0	35.003	0.0	8.15	0.052	36.435
01:02:23	0.0	9.091	0.0	34.991	0.0	8.15	0.052	36.446
01:02:38	0.0	9.091	0.0	35.007	0.0	8.15	0.052	36.444
01:02:54	0.0	9.091	0.0	35.024	0.0	8.15	0.052	36.446
01:03:09	0.0	9.091	0.0	34.985	0.0	8.15	0.052	36.444
01:03:25	0.0	9.091	0.0	35.025	0.0	8.15	0.052	36.468
01:03:40	0.0	9.091	0.0	34.993	0.0	8.15	0.052	36.459
01:03:56	0.0	9.091	0.0	35.008	0.0	8.15	0.052	36.47
01:04:12	0.0	9.091	0.0	35.004	0.0	8.15	0.052	36.44
01:04:27	0.0	9.091	0.0	35.017	0.0	8.15	0.052	36.453
01:04:43	0.0	9.091	0.0	35.013	0.0	8.15	0.052	36.454
01:04:59	0.0	9.091	0.0	35.003	0.0	8.15	0.052	36.434
01:05:14	0.0	9.091	0.0	35.032	0.0	8.15	0.052	36.449
01:05:30	0.0	9.091	0.0	35.014	0.0	8.15	0.052	36.454
01:05:45	0.0	9.091	0.0	35.019	0.0	8.15	0.052	36.445
01:06:01	0.0	9.091	0.0	35.005	0.0	8.15	0.052	36.469
01:06:17	0.0	9.091	0.0	35.045	0.0	8.15	0.052	36.457
01:06:32	0.0	9.091	0.0	35.035	0.0	8.15	0.052	36.469
01:06:48	0.0	9.091	0.0	35.014	0.0	8.15	0.052	36.469
01:07:03	0.0	9.091	0.0	35.016	0.0	8.15	0.052	36.471
01:07:19	0.0	9.091	0.0	35.035	0.0	8.15	0.052	36.475
01:07:35	0.0	9.091	0.0	35.027	0.0	8.15	0.052	36.475
01:07:50	0.0	9.091	0.0	35.031	0.0	8.15	0.052	36.469
01:08:06	0.0	9.091	0.0	35.034	0.0	8.15	0.052	36.493
01:08:21	0.0	9.091	0.0	35.029	0.0	8.15	0.052	36.487
01:08:37	0.0	9.091	0.0	35.021	0.0	8.15	0.052	36.489
01:08:52	0.0	9.091	0.0	35.03	0.0	8.15	0.052	36.491
01:09:08	0.0	9.091	0.0	35.038	0.0	8.15	0.052	36.476
01:09:24	0.0	9.091	0.0	35.038	0.0	8.15	0.052	36.48
01:09:40	0.0	9.091	0.0	35.034	0.0	8.15	0.052	36.458
01:09:55	0.0	9.091	0.0	35.022	0.0	8.15	0.052	36.482
01:10:11	0.0	9.091	0.0	35.05	0.0	8.15	0.052	36.474
01:10:26	0.0	9.091	0.0	35.033	0.0	8.15	0.052	36.479
01:10:42	0.0	9.091	0.0	35.04	0.0	8.15	0.052	36.487
01:10:57	0.0	9.091	0.0	35.048	0.0	8.15	0.052	36.495
01:11:13	0.0	9.091	0.0	35.04	0.0	8.15	0.052	36.508
01:11:29	0.0	9.091	0.0	35.046	0.0	8.15	0.052	36.491
01:11:45	0.0	9.091	0.0	35.026	0.0	8.15	0.052	36.486
01:12:00	0.0	9.091	0.0	35.038	0.0	8.15	0.052	36.496
01:12:16	0.0	9.091	0.0	35.021	0.0	8.15	0.052	36.49
01:12:31	0.0	9.091	0.0	35.052	0.0	8.15	0.052	36.485
01:12:47	0.0	9.091	0.0	35.03	0.0	8.15	0.052	36.483
01:13:03	0.0	9.091	0.0	35.029	0.0	8.15	0.052	36.474
01:13:18	0.0	9.091	0.0	35.045	0.0	8.15	0.052	36.501
01:13:34	0.0	9.091	0.0	35.034	0.0	8.15	0.052	36.513
01:13:50	0.0	9.091	0.0	35.033	0.0	8.15	0.052	36.494
01:14:05	0.0	9.091	0.0	35.055	0.0	8.15	0.052	36.476
01:14:21	0.0	9.091	0.0	35.046	0.0	8.15	0.052	36.507
01:14:37	0.0	9.091	0.0	35.038	0.0	8.15	0.052	36.477
01:14:53	0.0	9.091	0.0	35.028	0.0	8.15	0.052	36.491
01:15:08	0.0	9.091	0.0	35.041	0.0	8.15	0.052	36.506
01:15:24	0.0	9.091	0.0	35.048	0.0	8.15	0.052	36.494
01:15:39	0.0	9.091	0.0	35.051	0.0	8.15	0.052	36.503
01:15:55	0.0	9.091	0.0	35.026	0.0	8.15	0.052	36.487
01:16:11	0.0	9.091	0.0	35.043	0.0	8.15	0.052	36.489
01:16:26	0.0	9.091	0.0	35.058	0.0	8.15	0.052	36.494
01:16:42	0.0	9.091	0.0	35.049	0.0	8.15	0.052	36.505
01:16:58	0.0	9.091	0.0	35.049	0.0	8.15	0.052	36.495
01:17:14	0.0	9.091	0.0	35.05	0.0	8.15	0.052	36.51
01:17:29	0.0	9.091	0.0	35.056	0.0	8.15	0.052	36.509
01:17:45	0.0	9.091	0.0	35.052	0.0	8.15	0.052	36.513
01:18:01	0.0	9.091	0.0	35.044	0.0	8.15	0.052	36.51
01:18:17	0.0	9.091	0.0	35.042	0.0	8.15	0.052	36.514
01:18:32	0.0	9.091	0.0	35.04	0.0	8.15	0.052	36.495
01:18:48	0.0	9.091	0.0	35.055	0.0	8.15	0.052	36.502
01:19:04	0.0	9.091	0.0	35.076	0.0	8.15	0.052	36.51
01:19:20	0.0	9.091	0.0	35.064	0.0	8.15	0.052	36.484
01:19:35	0.0	9.091	0.0	35.041	0.0	8.15	0.052	36.493
01:19:51	0.0	9.091	0.0	35.047	0.0	8.15	0.052	36.494
01:20:07	0.0	9.091	0.0	35.018	0.0	8.15	0.052	36.488
01:20:23	0.0	9.091	0.0	35.045	0.0	8.15	0.052	36.506
01:20:38	0.0	9.091	0.0	35.042	0.0	8.15	0.052	36.5
01:20:54	0.0	9.091	0.0	35.068	0.0	8.15	0.052	36.513
01:21:10	0.0	9.091	0.0	35.074	0.0	8.15	0.052	36.509
01:21:25	0.0	9.091	0.0	35.05	0.0	8.15	0.052	36.515
01:21:41	0.0	9.091	0.0	35.058	0.0	8.15	0.052	36.511
01:21:57	0.0	9.091	0.0	35.055	0.0	8.15	0.052	36.514
01:22:12	0.0	9.091	0.0	35.066	0.0	8.15	0.052	36.51
01:22:28	0.0	9.091	0.0	35.062	0.0	8.15	0.052	36.528
01:22:43	0.0	9.091	0.0	35.057	0.0	8.15	0.052	36.506
01:22:59	0.0	9.091	0.0	35.055	0.0	8.15	0.052	36.508
01:23:15	0.0	9.091	0.0	35.062	0.0	8.15	0.052	36.536
01:23:30	0.0	9.091	0.0	35.06	0.0	8.15	0.052	36.534
01:23:46	0.0	9.091	0.0	35.051	0.0	8.15	0.052	36.512
01:24:02	0.0	9.091	0.0	35.052	0.0	8.15	0.052	36.504
01:24:17	0.0	9.091	0.0	35.066	0.0	8.15	0.052	36.531
01:24:33	0.0	9.091	0.0	35.077	0.0	8.15	0.052	36.518
01:24:49	0.0	9.091	0.0	35.068	0.0	8.15	0.052	36.506
01:25:05	0.0	9.091	0.0	35.064	0.0	8.15	0.052	36.488
01:25:20	0.0	9.091	0.0	35.072	0.0	8.15	0.052	36.525
01:25:36	0.0	9.091	0.0	35.044	0.0	8.15	0.052	36.528
01:25:52	0.0	9.091	0.0	35.049	0.0	8.15	0.052	36.511
01:26:08	0.0	9.091	0.0	35.062	0.0	8.15	0.052	36.525
01:26:24	0.0	9.091	0.0	35.059	0.0	8.15	0.052	36.524
01:26:39	0.0	9.091	0.0	35.059	0.0	8.15	0.052	36.526
01:26:55	0.0	9.091	0.0	35.053	0.0	8.15	0.052	36.519
01:27:11	0.0	9.091	0.0	35.055	0.0	8.15	0.052	36.524
01:27:26	0.0	9.091	0.0	35.067	0.0	8.15	0.052	36.526
01:27:43	0.0	9.091	0.0	35.059	0.0	8.15	0.052	36.521
01:27:58	0.0	9.091	0.0	35.06	0.0	8.15	0.052	36.533
01:28:14	0.0	9.091	0.0	35.076	0.0	8.15	0.052	36.54
01:28:30	0.0	9.091	0.0	35.073	0.0	8.15	0.052	36.511
01:28:46	0.0	9.091	0.0	35.061	0.0	8.15	0.052	36.545
01:29:01	0.0	9.091	0.0	35.049	0.0	8.15	0.052	36.531
01:29:17	0.0	9.091	0.0	35.06	0.0	8.15	0.052	36.54
01:29:33	0.0	9.091	0.0	35.067	0.0	8.15	0.052	36.532
01:29:48	0.0	9.091	0.0	35.071	0.0	8.15	0.052	36.533
01:30:04	0.0	9.091	0.0	35.062	0.0	8.15	0.052	36.538
01:30:20	0.0	9.091	0.0	35.086	0.0	8.15	0.052	36.536
01:30:35	0.0	9.091	0.0	35.074	0.0	8.15	0.052	36.535
01:30:51	0.0	9.091	0.0	35.075	0.0	8.15	0.052	36.546
01:31:07	0.0	9.091	0.0	35.07	0.0	8.15	0.052	36.539
01:31:23	0.0	9.091	0.0	35.086	0.0	8.15	0.052	36.549
01:31:39	0.0	9.091	0.0	35.07	0.0	8.15	0.052	36.543
01:31:54	0.0	9.091	0.0	35.098	0.0	8.15	0.052	36.546
01:32:10	0.0	9.091	0.0	35.079	0.0	8.15	0.052	36.538
01:32:26	0.0	9.091	0.0	35.084	0.0	8.15	0.052	36.537
01:32:41	0.0	9.091	0.0	35.103	0.0	8.15	0.052	36.536
01:32:57	0.0	9.091	0.0	35.066	0.0	8.15	0.052	36.535
01:33:12	0.0	9.091	0.0	35.075	0.0	8.15	0.052	36.529
01:33:28	0.0	9.091	0.0	35.079	0.0	8.15	0.052	36.54
01:33:44	0.0	9.091	0.0	35.088	0.0	8.15	0.052	36.533
01:33:59	0.0	9.091	0.0	35.075	0.0	8.15	0.052	36.548
01:34:15	0.0	9.091	0.0	35.093	0.0	8.15	0.052	36.534
01:34:30	0.0	9.091	0.0	35.078	0.0	8.15	0.052	36.55
