Time	value_on_device_(l/h)_Ar        	value_in_program_(l/h)_Ar        	Gas_consumption_(l)_Ar        	Temperature_(C)_Ar        	value_on_device_(l/h)_CO2       	value_in_program_(l/h)_CO2       	Gas_consumption_(l)_CO2       	Temperature_(C)_CO2       
22:27:07	0.0	4.075	0.0	34.162	0.0	2.822	0.052	35.027
22:27:23	0.0	4.075	0.0	34.143	0.0	2.822	0.052	35.045
22:27:38	0.0	4.075	0.0	34.195	0.0	2.822	0.052	35.066
22:27:54	0.0	4.075	0.0	34.171	0.0	2.822	0.052	35.053
22:28:10	0.0	4.075	0.0	34.172	0.0	2.822	0.052	35.053
22:28:26	0.0	4.075	0.0	34.165	0.0	2.822	0.052	35.075
22:28:41	0.0	4.075	0.0	34.182	0.0	2.822	0.052	35.064
22:28:57	0.0	4.075	0.0	34.191	0.0	2.822	0.052	35.054
22:29:12	0.0	4.075	0.0	34.173	0.0	2.822	0.052	35.066
22:29:28	0.0	4.075	0.0	34.195	0.0	2.822	0.052	35.083
22:29:44	0.0	4.075	0.0	34.225	0.0	2.822	0.052	35.085
22:29:59	0.0	4.075	0.0	34.206	0.0	2.822	0.052	35.096
22:30:16	0.0	4.075	0.0	34.236	0.0	2.822	0.052	35.082
22:30:31	0.0	4.075	0.0	34.235	0.0	2.822	0.052	35.093
22:30:47	0.0	4.075	0.0	34.237	0.0	2.822	0.052	35.08
22:31:02	0.0	4.075	0.0	34.256	0.0	2.822	0.052	35.113
22:31:19	0.0	4.075	0.0	34.245	0.0	2.822	0.052	35.115
22:31:35	0.0	4.075	0.0	34.256	0.0	2.822	0.052	35.123
22:31:51	0.0	4.075	0.0	34.266	0.0	2.822	0.052	35.104
22:32:06	0.0	4.075	0.0	34.281	0.0	2.822	0.052	35.113
22:32:22	0.0	4.075	0.0	34.265	0.0	2.822	0.052	35.133
22:32:38	0.0	4.075	0.0	34.274	0.0	2.822	0.052	35.128
22:32:54	0.0	4.075	0.0	34.294	0.0	2.822	0.052	35.145
22:33:10	0.0	4.075	0.0	34.292	0.0	2.822	0.052	35.147
22:33:26	0.0	4.075	0.0	34.308	0.0	2.822	0.052	35.138
22:33:42	0.0	4.075	0.0	34.314	0.0	2.822	0.052	35.127
22:33:57	0.0	4.075	0.0	34.303	0.0	2.822	0.052	35.156
22:34:13	0.0	4.075	0.0	34.302	0.0	2.822	0.052	35.141
22:34:29	0.0	4.075	0.0	34.338	0.0	2.822	0.052	35.139
22:34:44	0.0	4.075	0.0	34.317	0.0	2.822	0.052	35.15
22:35:00	0.0	4.075	0.0	34.326	0.0	2.822	0.052	35.157
22:35:15	0.0	4.075	0.0	34.352	0.0	2.822	0.052	35.18
22:35:31	0.0	4.075	0.0	34.362	0.0	2.822	0.052	35.178
22:35:47	0.0	4.075	0.0	34.397	0.0	2.822	0.052	35.191
22:36:03	0.0	4.075	0.0	34.388	0.0	2.822	0.052	35.176
22:36:19	0.0	4.075	0.0	34.372	0.0	2.822	0.052	35.161
22:36:34	0.0	4.075	0.0	34.383	0.0	2.822	0.052	35.184
22:36:50	0.0	4.075	0.0	34.391	0.0	2.822	0.052	35.181
22:37:06	0.0	4.075	0.0	34.398	0.0	2.822	0.052	35.188
22:37:22	0.0	4.075	0.0	34.415	0.0	2.822	0.052	35.197
22:37:38	0.0	4.075	0.0	34.404	0.0	2.822	0.052	35.213
22:37:54	0.0	4.075	0.0	34.387	0.0	2.822	0.052	35.214
22:38:09	0.0	4.075	0.0	34.396	0.0	2.822	0.052	35.192
22:38:25	0.0	4.075	0.0	34.413	0.0	2.822	0.052	35.222
22:38:40	0.0	4.075	0.0	34.414	0.0	2.822	0.052	35.22
22:38:56	0.0	4.075	0.0	34.402	0.0	2.822	0.052	35.23
22:39:12	0.0	4.075	0.0	34.415	0.0	2.822	0.052	35.244
22:39:27	0.0	4.075	0.0	34.45	0.0	2.822	0.052	35.229
22:39:43	0.0	4.075	0.0	34.454	0.0	2.822	0.052	35.25
22:39:59	0.0	4.075	0.0	34.424	0.0	2.822	0.052	35.231
22:40:15	0.0	4.075	0.0	34.42	0.0	2.822	0.052	35.273
22:40:30	0.0	4.075	0.0	34.425	0.0	2.822	0.052	35.285
22:40:45	0.0	4.075	0.0	34.449	0.0	2.822	0.052	35.28
22:41:01	0.0	4.075	0.0	34.457	0.0	2.822	0.052	35.255
22:41:17	0.0	4.075	0.0	34.451	0.0	2.822	0.052	35.261
22:41:32	0.0	4.075	0.0	34.45	0.0	2.822	0.052	35.267
22:41:49	0.0	4.075	0.0	34.461	0.0	2.822	0.052	35.286
22:42:04	0.0	4.075	0.0	34.459	0.0	2.822	0.052	35.29
22:42:20	0.0	4.075	0.0	34.467	0.0	2.822	0.052	35.3
22:42:35	0.0	4.075	0.0	34.458	0.0	2.822	0.052	35.304
22:42:51	0.0	4.075	0.0	34.493	0.0	2.822	0.052	35.303
22:43:07	0.0	4.075	0.0	34.477	0.0	2.822	0.052	35.302
22:43:22	0.0	4.075	0.0	34.477	0.0	2.822	0.052	35.296
22:43:38	0.0	4.075	0.0	34.47	0.0	2.822	0.052	35.302
22:43:53	0.0	4.075	0.0	34.489	0.0	2.822	0.052	35.309
22:44:09	0.0	4.075	0.0	34.488	0.0	2.822	0.052	35.314
22:44:25	0.0	4.075	0.0	34.508	0.0	2.822	0.052	35.308
22:44:40	0.0	4.075	0.0	34.465	0.0	2.822	0.052	35.325
22:44:56	0.0	4.075	0.0	34.473	0.0	2.822	0.052	35.348
22:45:12	0.0	4.075	0.0	34.48	0.0	2.822	0.052	35.332
22:45:27	0.0	4.075	0.0	34.516	0.0	2.822	0.052	35.343
22:45:43	0.0	4.075	0.0	34.496	0.0	2.822	0.052	35.375
22:45:59	0.0	4.075	0.0	34.495	0.0	2.822	0.052	35.387
22:46:14	0.0	4.075	0.0	34.503	0.0	2.822	0.052	35.384
22:46:30	0.0	4.075	0.0	34.516	0.0	2.822	0.052	35.393
22:46:46	0.0	4.075	0.0	34.498	0.0	2.822	0.052	35.39
22:47:02	0.0	4.075	0.0	34.507	0.0	2.822	0.052	35.387
22:47:17	0.0	4.075	0.0	34.504	0.0	2.822	0.052	35.395
22:47:33	0.0	4.075	0.0	34.507	0.0	2.822	0.052	35.417
22:47:48	0.0	4.075	0.0	34.503	0.0	2.822	0.052	35.431
22:48:04	0.0	4.075	0.0	34.502	0.0	2.822	0.052	35.435
22:48:20	0.0	4.075	0.0	34.508	0.0	2.822	0.052	35.444
22:48:36	0.0	4.075	0.0	34.528	0.0	2.822	0.052	35.448
22:48:51	0.0	4.075	0.0	34.534	0.0	2.822	0.052	35.456
22:49:07	0.0	4.075	0.0	34.498	0.0	2.822	0.052	35.454
22:49:23	0.0	4.075	0.0	34.511	0.0	2.822	0.052	35.489
22:49:38	0.0	4.075	0.0	34.525	0.0	2.822	0.052	35.484
22:49:54	0.0	4.075	0.0	34.513	0.0	2.822	0.052	35.492
22:50:10	0.0	4.075	0.0	34.518	0.0	2.822	0.052	35.515
22:50:25	0.0	4.075	0.0	34.533	0.0	2.822	0.052	35.517
22:50:41	0.0	4.075	0.0	34.518	0.0	2.822	0.052	35.513
22:50:56	0.0	4.075	0.0	34.532	0.0	2.822	0.052	35.503
22:51:12	0.0	4.075	0.0	34.512	0.0	2.822	0.052	35.54
22:51:28	0.0	4.075	0.0	34.524	0.0	2.822	0.052	35.571
22:51:44	0.0	4.075	0.0	34.542	0.0	2.822	0.052	35.546
22:52:00	0.0	4.075	0.0	34.53	0.0	2.822	0.052	35.573
22:52:16	0.0	4.075	0.0	34.537	0.0	2.822	0.052	35.559
22:52:32	0.0	4.075	0.0	34.562	0.0	2.822	0.052	35.593
22:52:47	0.0	4.075	0.0	34.546	0.0	2.822	0.052	35.593
22:53:04	0.0	4.075	0.0	34.552	0.0	2.822	0.052	35.596
22:53:19	0.0	4.075	0.0	34.528	0.0	2.822	0.052	35.575
22:53:35	0.0	4.075	0.0	34.541	0.0	2.822	0.052	35.605
22:53:51	0.0	4.075	0.0	34.525	0.0	2.822	0.052	35.619
22:54:06	0.0	4.075	0.0	34.547	0.0	2.822	0.052	35.612
22:54:22	0.0	4.075	0.0	34.53	0.0	2.822	0.052	35.614
22:54:37	0.0	4.075	0.0	34.541	0.0	2.822	0.052	35.66
22:54:53	0.0	4.075	0.0	34.571	0.0	2.822	0.052	35.638
22:55:09	0.0	4.075	0.0	34.551	0.0	2.822	0.052	35.652
22:55:25	0.0	4.075	0.0	34.538	0.0	2.822	0.052	35.647
22:55:41	0.0	4.075	0.0	34.537	0.0	2.822	0.052	35.664
22:55:56	0.0	4.075	0.0	34.54	0.0	2.822	0.052	35.654
22:56:12	0.0	4.075	0.0	34.573	0.0	2.822	0.052	35.647
22:56:28	0.0	4.075	0.0	34.562	0.0	2.822	0.052	35.675
22:56:44	0.0	4.075	0.0	34.558	0.0	2.822	0.052	35.686
22:57:00	0.0	4.075	0.0	34.568	0.0	2.822	0.052	35.682
22:57:15	0.0	4.075	0.0	34.559	0.0	2.822	0.052	35.683
22:57:31	0.0	4.075	0.0	34.566	0.0	2.822	0.052	35.675
22:57:47	0.0	4.075	0.0	34.552	0.0	2.822	0.052	35.693
22:58:02	0.0	4.075	0.0	34.577	0.0	2.822	0.052	35.68
22:58:18	0.0	4.075	0.0	34.574	0.0	2.822	0.052	35.707
22:58:34	0.0	4.075	0.0	34.558	0.0	2.822	0.052	35.695
22:58:50	0.0	4.075	0.0	34.57	0.0	2.822	0.052	35.693
22:59:05	0.0	4.075	0.0	34.576	0.0	2.822	0.052	35.683
22:59:21	0.0	4.075	0.0	34.594	0.0	2.822	0.052	35.69
22:59:37	0.0	4.075	0.0	34.584	0.0	2.822	0.052	35.688
22:59:52	0.0	4.075	0.0	34.591	0.0	2.822	0.052	35.702
23:00:08	0.0	4.075	0.0	34.6	0.0	2.822	0.052	35.69
23:00:23	0.0	4.075	0.0	34.617	0.0	2.822	0.052	35.695
23:00:39	0.0	4.075	0.0	34.598	0.0	2.822	0.052	35.704
23:00:54	0.0	4.075	0.0	34.588	0.0	2.822	0.052	35.712
23:01:10	0.0	4.075	0.0	34.628	0.0	2.822	0.052	35.707
23:01:26	0.0	4.075	0.0	34.611	0.0	2.822	0.052	35.699
23:01:41	0.0	4.075	0.0	34.614	0.0	2.822	0.052	35.706
23:01:57	0.0	4.075	0.0	34.609	0.0	2.822	0.052	35.715
23:02:13	0.0	4.075	0.0	34.619	0.0	2.822	0.052	35.707
23:02:28	0.0	4.075	0.0	34.601	0.0	2.822	0.052	35.71
23:02:44	0.0	4.075	0.0	34.629	0.0	2.822	0.052	35.717
23:02:59	0.0	4.075	0.0	34.631	0.0	2.822	0.052	35.726
23:03:15	0.0	4.075	0.0	34.61	0.0	2.822	0.052	35.71
23:03:31	0.0	4.075	0.0	34.636	0.0	2.822	0.052	35.701
23:03:47	0.0	4.075	0.0	34.621	0.0	2.822	0.052	35.715
23:04:03	0.0	4.075	0.0	34.636	0.0	2.822	0.052	35.72
23:04:18	0.0	4.075	0.0	34.62	0.0	2.822	0.052	35.723
23:04:34	0.0	4.075	0.0	34.647	0.0	2.822	0.052	35.712
23:04:50	0.0	4.075	0.0	34.68	0.0	2.822	0.052	35.708
23:05:05	0.0	4.075	0.0	34.66	0.0	2.822	0.052	35.71
23:05:21	0.0	4.075	0.0	34.675	0.0	2.822	0.052	35.717
23:05:37	0.0	4.075	0.0	34.661	0.0	2.822	0.052	35.722
23:05:52	0.0	4.075	0.0	34.666	0.0	2.822	0.052	35.725
23:06:08	0.0	4.075	0.0	34.665	0.0	2.822	0.052	35.729
23:06:23	0.0	4.075	0.0	34.65	0.0	2.822	0.052	35.733
23:06:39	0.0	4.075	0.0	34.683	0.0	2.822	0.052	35.739
23:06:55	0.0	4.075	0.0	34.677	0.0	2.822	0.052	35.748
23:07:11	0.0	4.075	0.0	34.666	0.0	2.822	0.052	35.719
23:07:26	0.0	4.075	0.0	34.678	0.0	2.822	0.052	35.738
23:07:42	0.0	4.075	0.0	34.68	0.0	2.822	0.052	35.746
23:07:58	0.0	4.075	0.0	34.696	0.0	2.822	0.052	35.747
23:08:14	0.0	4.075	0.0	34.704	0.0	2.822	0.052	35.764
23:08:29	0.0	4.075	0.0	34.683	0.0	2.822	0.052	35.765
23:08:45	0.0	4.075	0.0	34.683	0.0	2.822	0.052	35.765
23:09:01	0.0	4.075	0.0	34.666	0.0	2.822	0.052	35.762
23:09:16	0.0	4.075	0.0	34.672	0.0	2.822	0.052	35.778
23:09:32	0.0	4.075	0.0	34.684	0.0	2.822	0.052	35.768
23:09:48	0.0	4.075	0.0	34.701	0.0	2.822	0.052	35.763
23:10:04	0.0	4.075	0.0	34.682	0.0	2.822	0.052	35.754
23:10:19	0.0	4.075	0.0	34.674	0.0	2.822	0.052	35.75
23:10:35	0.0	4.075	0.0	34.7	0.0	2.822	0.052	35.774
23:10:51	0.0	4.075	0.0	34.681	0.0	2.822	0.052	35.777
23:11:07	0.0	4.075	0.0	34.686	0.0	2.822	0.052	35.777
23:11:23	0.0	4.075	0.0	34.712	0.0	2.822	0.052	35.783
23:11:38	0.0	4.075	0.0	34.69	0.0	2.822	0.052	35.792
23:11:54	0.0	4.075	0.0	34.721	0.0	2.822	0.052	35.779
23:12:10	0.0	4.075	0.0	34.714	0.0	2.822	0.052	35.805
23:12:26	0.0	4.075	0.0	34.686	0.0	2.822	0.052	35.801
23:12:42	0.0	4.075	0.0	34.683	0.0	2.822	0.052	35.809
23:12:58	0.0	4.075	0.0	34.695	0.0	2.822	0.052	35.792
23:13:14	0.0	4.075	0.0	34.712	0.0	2.822	0.052	35.805
23:13:30	0.0	4.075	0.0	34.699	0.0	2.822	0.052	35.782
23:13:45	0.0	4.075	0.0	34.713	0.0	2.822	0.052	35.81
23:14:01	0.0	4.075	0.0	34.713	0.0	2.822	0.052	35.811
23:14:17	0.0	4.075	0.0	34.702	0.0	2.822	0.052	35.797
23:14:33	0.0	4.075	0.0	34.729	0.0	2.822	0.052	35.787
23:14:48	0.0	4.075	0.0	34.706	0.0	2.822	0.052	35.798
23:15:04	0.0	4.075	0.0	34.722	0.0	2.822	0.052	35.805
23:15:20	0.0	4.075	0.0	34.713	0.0	2.822	0.052	35.81
23:15:36	0.0	4.075	0.0	34.73	0.0	2.822	0.052	35.783
23:15:52	0.0	4.075	0.0	34.714	0.0	2.822	0.052	35.81
23:16:07	0.0	4.075	0.0	34.723	0.0	2.822	0.052	35.805
23:16:23	0.0	4.075	0.0	34.699	0.0	2.822	0.052	35.816
23:16:39	0.0	4.075	0.0	34.715	0.0	2.822	0.052	35.813
23:16:54	0.0	4.075	0.0	34.72	0.0	2.822	0.052	35.829
23:17:10	0.0	4.075	0.0	34.732	0.0	2.822	0.052	35.801
23:17:26	0.0	4.075	0.0	34.717	0.0	2.822	0.052	35.825
23:17:42	0.0	4.075	0.0	34.717	0.0	2.822	0.052	35.796
23:17:58	0.0	4.075	0.0	34.727	0.0	2.822	0.052	35.81
23:18:13	0.0	4.075	0.0	34.716	0.0	2.822	0.052	35.807
23:18:29	0.0	4.075	0.0	34.725	0.0	2.822	0.052	35.839
23:18:45	0.0	4.075	0.0	34.729	0.0	2.822	0.052	35.794
23:19:00	0.0	4.075	0.0	34.718	0.0	2.822	0.052	35.788
23:19:16	0.0	4.075	0.0	34.723	0.0	2.822	0.052	35.832
23:19:31	0.0	4.075	0.0	34.735	0.0	2.822	0.052	35.807
23:19:47	0.0	4.075	0.0	34.722	0.0	2.822	0.052	35.808
23:20:03	0.0	4.075	0.0	34.725	0.0	2.822	0.052	35.805
23:20:19	0.0	4.075	0.0	34.733	0.0	2.822	0.052	35.779
23:20:35	0.0	4.075	0.0	34.734	0.0	2.822	0.052	35.807
23:20:51	0.0	4.075	0.0	34.728	0.0	2.822	0.052	35.805
23:21:06	0.0	4.075	0.0	34.71	0.0	2.822	0.052	35.826
23:21:21	0.0	4.075	0.0	34.7	0.0	2.822	0.052	35.801
23:21:37	0.0	4.075	0.0	34.742	0.0	2.822	0.052	35.798
23:21:53	0.0	4.075	0.0	34.701	0.0	2.822	0.052	35.813
23:22:09	0.0	4.075	0.0	34.719	0.0	2.822	0.052	35.79
23:22:24	0.0	4.075	0.0	34.725	0.0	2.822	0.052	35.806
23:22:40	0.0	4.075	0.0	34.731	0.0	2.822	0.052	35.81
23:22:55	0.0	4.075	0.0	34.729	0.0	2.822	0.052	35.8
23:23:11	0.0	4.075	0.0	34.711	0.0	2.822	0.052	35.802
23:23:27	0.0	4.075	0.0	34.735	0.0	2.822	0.052	35.813
23:23:43	0.0	4.075	0.0	34.71	0.0	2.822	0.052	35.821
23:23:59	0.0	4.075	0.0	34.724	0.0	2.822	0.052	35.803
23:24:15	0.0	4.075	0.0	34.722	0.0	2.822	0.052	35.818
23:24:30	0.0	4.075	0.0	34.733	0.0	2.822	0.052	35.801
23:24:46	0.0	4.075	0.0	34.719	0.0	2.822	0.052	35.814
23:25:02	0.0	4.075	0.0	34.714	0.0	2.822	0.052	35.824
23:25:18	0.0	4.075	0.0	34.725	0.0	2.822	0.052	35.803
23:25:33	0.0	4.075	0.0	34.744	0.0	2.822	0.052	35.801
23:25:49	0.0	4.075	0.0	34.728	0.0	2.822	0.052	35.799
23:26:04	0.0	4.075	0.0	34.737	0.0	2.822	0.052	35.803
23:26:20	0.0	4.075	0.0	34.754	0.0	2.822	0.052	35.838
23:26:36	0.0	4.075	0.0	34.731	0.0	2.822	0.052	35.797
23:26:52	0.0	4.075	0.0	34.721	0.0	2.822	0.052	35.811
23:27:08	0.0	4.075	0.0	34.718	0.0	2.822	0.052	35.828
23:27:23	0.0	4.075	0.0	34.748	0.0	2.822	0.052	35.819
23:27:39	0.0	4.075	0.0	34.733	0.0	2.822	0.052	35.809
23:27:54	0.0	4.075	0.0	34.702	0.0	2.822	0.052	35.82
23:28:10	0.0	4.075	0.0	34.72	0.0	2.822	0.052	35.807
23:28:26	0.0	4.075	0.0	34.723	0.0	2.822	0.052	35.803
23:28:41	0.0	4.075	0.0	34.728	0.0	2.822	0.052	35.823
23:28:57	0.0	4.075	0.0	34.737	0.0	2.822	0.052	35.828
23:29:13	0.0	4.075	0.0	34.73	0.0	2.822	0.052	35.829
23:29:29	0.0	4.075	0.0	34.728	0.0	2.822	0.052	35.821
23:29:45	0.0	4.075	0.0	34.729	0.0	2.822	0.052	35.831
23:30:01	0.0	4.075	0.0	34.744	0.0	2.822	0.052	35.833
23:30:16	0.0	4.075	0.0	34.73	0.0	2.822	0.052	35.809
23:30:32	0.0	4.075	0.0	34.741	0.0	2.822	0.052	35.825
23:30:48	0.0	4.075	0.0	34.708	0.0	2.822	0.052	35.819
23:31:03	0.0	4.075	0.0	34.735	0.0	2.822	0.052	35.823
23:31:19	0.0	4.075	0.0	34.716	0.0	2.822	0.052	35.82
23:31:35	0.0	4.075	0.0	34.713	0.0	2.822	0.052	35.813
23:31:51	0.0	4.075	0.0	34.713	0.0	2.822	0.052	35.819
23:32:06	0.0	4.075	0.0	34.72	0.0	2.822	0.052	35.831
23:32:22	0.0	4.075	0.0	34.754	0.0	2.822	0.052	35.822
23:32:38	0.0	4.075	0.0	34.735	0.0	2.822	0.052	35.834
23:32:54	0.0	4.075	0.0	34.726	0.0	2.822	0.052	35.838
23:33:09	0.0	4.075	0.0	34.73	0.0	2.822	0.052	35.83
23:33:25	0.0	4.075	0.0	34.726	0.0	2.822	0.052	35.815
23:33:41	0.0	4.075	0.0	34.743	0.0	2.822	0.052	35.85
23:33:57	0.0	4.075	0.0	34.739	0.0	2.822	0.052	35.837
23:34:12	0.0	4.075	0.0	34.744	0.0	2.822	0.052	35.818
23:34:28	0.0	4.075	0.0	34.736	0.0	2.822	0.052	35.829
23:34:44	0.0	4.075	0.0	34.727	0.0	2.822	0.052	35.824
23:35:00	0.0	4.075	0.0	34.726	0.0	2.822	0.052	35.843
23:35:16	0.0	4.075	0.0	34.731	0.0	2.822	0.052	35.826
23:35:32	0.0	4.075	0.0	34.735	0.0	2.822	0.052	35.827
23:35:47	0.0	4.075	0.0	34.735	0.0	2.822	0.052	35.85
23:36:03	0.0	4.075	0.0	34.731	0.0	2.822	0.052	35.829
23:36:19	0.0	4.075	0.0	34.734	0.0	2.822	0.052	35.84
23:36:35	0.0	4.075	0.0	34.751	0.0	2.822	0.052	35.84
23:36:51	0.0	4.075	0.0	34.742	0.0	2.822	0.052	35.837
23:37:06	0.0	4.075	0.0	34.739	0.0	2.822	0.052	35.846
23:37:22	0.0	4.075	0.0	34.756	0.0	2.822	0.052	35.824
23:37:37	0.0	4.075	0.0	34.767	0.0	2.822	0.052	35.828
23:37:53	0.0	4.075	0.0	34.73	0.0	2.822	0.052	35.851
23:38:09	0.0	4.075	0.0	34.73	0.0	2.822	0.052	35.847
23:38:24	0.0	4.075	0.0	34.739	0.0	2.822	0.052	35.842
23:38:40	0.0	4.075	0.0	34.737	0.0	2.822	0.052	35.837
23:38:56	0.0	4.075	0.0	34.755	0.0	2.822	0.052	35.847
23:39:11	0.0	4.075	0.0	34.731	0.0	2.822	0.052	35.869
23:39:27	0.0	4.075	0.0	34.747	0.0	2.822	0.052	35.849
23:39:43	0.0	4.075	0.0	34.746	0.0	2.822	0.052	35.847
23:39:58	0.0	4.075	0.0	34.75	0.0	2.822	0.052	35.854
23:40:14	0.0	4.075	0.0	34.745	0.0	2.822	0.052	35.857
23:40:30	0.0	4.075	0.0	34.755	0.0	2.822	0.052	35.843
23:40:46	0.0	4.075	0.0	34.747	0.0	2.822	0.052	35.844
23:41:02	0.0	4.075	0.0	34.746	0.0	2.822	0.052	35.822
23:41:17	0.0	4.075	0.0	34.757	0.0	2.822	0.052	35.854
23:41:33	0.0	4.075	0.0	34.734	0.0	2.822	0.052	35.838
23:41:50	0.0	4.075	0.0	34.772	0.0	2.822	0.052	35.858
23:42:05	0.0	4.075	0.0	34.764	0.0	2.822	0.052	35.858
23:42:21	0.0	4.075	0.0	34.745	0.0	2.822	0.052	35.851
23:42:37	0.0	4.075	0.0	34.747	0.0	2.822	0.052	35.829
23:42:52	0.0	4.075	0.0	34.759	0.0	2.822	0.052	35.851
23:43:08	0.0	4.075	0.0	34.747	0.0	2.822	0.052	35.84
23:43:23	0.0	4.075	0.0	34.747	0.0	2.822	0.052	35.855
23:43:39	0.0	4.075	0.0	34.749	0.0	2.822	0.052	35.858
23:43:55	0.0	4.075	0.0	34.766	0.0	2.822	0.052	35.847
23:44:11	0.0	4.075	0.0	34.733	0.0	2.822	0.052	35.833
23:44:27	0.0	4.075	0.0	34.751	0.0	2.822	0.052	35.861
23:44:43	0.0	4.075	0.0	34.752	0.0	2.822	0.052	35.847
23:44:58	0.0	4.075	0.0	34.756	0.0	2.822	0.052	35.827
23:45:14	0.0	4.075	0.0	34.74	0.0	2.822	0.052	35.849
23:45:30	0.0	4.075	0.0	34.736	0.0	2.822	0.052	35.85
23:45:46	0.0	4.075	0.0	34.772	0.0	2.822	0.052	35.846
23:46:01	0.0	4.075	0.0	34.751	0.0	2.822	0.052	35.864
23:46:17	0.0	4.075	0.0	34.749	0.0	2.822	0.052	35.86
23:46:33	0.0	4.075	0.0	34.779	0.0	2.822	0.052	35.819
23:46:48	0.0	4.075	0.0	34.733	0.0	2.822	0.052	35.854
23:47:04	0.0	4.075	0.0	34.74	0.0	2.822	0.052	35.856
23:47:19	0.0	4.075	0.0	34.755	0.0	2.822	0.052	35.845
23:47:35	0.0	4.075	0.0	34.75	0.0	2.822	0.052	35.843
23:47:51	0.0	4.075	0.0	34.76	0.0	2.822	0.052	35.854
23:48:07	0.0	4.075	0.0	34.772	0.0	2.822	0.052	35.846
23:48:22	0.0	4.075	0.0	34.758	0.0	2.822	0.052	35.849
23:48:38	0.0	4.075	0.0	34.743	0.0	2.822	0.052	35.828
23:48:53	0.0	4.075	0.0	34.745	0.0	2.822	0.052	35.84
23:49:09	0.0	4.075	0.0	34.782	0.0	2.822	0.052	35.86
23:49:25	0.0	4.075	0.0	34.786	0.0	2.822	0.052	35.849
23:49:41	0.0	4.075	0.0	34.752	0.0	2.822	0.052	35.836
23:49:57	0.0	4.075	0.0	34.765	0.0	2.822	0.052	35.825
23:50:13	0.0	4.075	0.0	34.753	0.0	2.822	0.052	35.816
23:50:28	0.0	4.075	0.0	34.764	0.0	2.822	0.052	35.839
23:50:44	0.0	4.075	0.0	34.762	0.0	2.822	0.052	35.839
23:51:00	0.0	4.075	0.0	34.778	0.0	2.822	0.052	35.839
23:51:15	0.0	4.075	0.0	34.774	0.0	2.822	0.052	35.856
23:51:31	0.0	4.075	0.0	34.763	0.0	2.822	0.052	35.85
23:51:47	0.0	4.075	0.0	34.759	0.0	2.822	0.052	35.838
23:52:03	0.0	4.075	0.0	34.777	0.0	2.822	0.052	35.864
23:52:18	0.0	4.075	0.0	34.753	0.0	2.822	0.052	35.829
23:52:34	0.0	4.075	0.0	34.759	0.0	2.822	0.052	35.864
23:52:50	0.0	4.075	0.0	34.777	0.0	2.822	0.052	35.838
23:53:06	0.0	4.075	0.0	34.763	0.0	2.822	0.052	35.848
23:53:22	0.0	4.075	0.0	34.752	0.0	2.822	0.052	35.848
23:53:37	0.0	4.075	0.0	34.753	0.0	2.822	0.052	35.857
23:53:53	0.0	4.075	0.0	34.769	0.0	2.822	0.052	35.851
23:54:08	0.0	4.075	0.0	34.768	0.0	2.822	0.052	35.841
23:54:24	0.0	4.075	0.0	34.774	0.0	2.822	0.052	35.842
23:54:40	0.0	4.075	0.0	34.754	0.0	2.822	0.052	35.86
23:54:56	0.0	4.075	0.0	34.757	0.0	2.822	0.052	35.85
23:55:11	0.0	4.075	0.0	34.761	0.0	2.822	0.052	35.857
23:55:27	0.0	4.075	0.0	34.786	0.0	2.822	0.052	35.861
23:55:44	0.0	4.075	0.0	34.771	0.0	2.822	0.052	35.846
23:56:00	0.0	4.075	0.0	34.757	0.0	2.822	0.052	35.849
23:56:16	0.0	4.075	0.0	34.779	0.0	2.822	0.052	35.822
23:56:32	0.0	4.075	0.0	34.763	0.0	2.822	0.052	35.822
23:56:47	0.0	4.075	0.0	34.749	0.0	2.822	0.052	35.806
23:57:03	0.0	4.075	0.0	34.769	0.0	2.822	0.052	35.819
23:57:18	0.0	4.075	0.0	34.753	0.0	2.822	0.052	35.811
23:57:34	0.0	4.075	0.0	34.781	0.0	2.822	0.052	35.822
23:57:50	0.0	4.075	0.0	34.766	0.0	2.822	0.052	35.792
23:58:05	0.0	4.075	0.0	34.777	0.0	2.822	0.052	35.806
23:58:21	0.0	4.075	0.0	34.738	0.0	2.822	0.052	35.8
23:58:36	0.0	4.075	0.0	34.765	0.0	2.822	0.052	35.803
23:58:52	0.0	4.075	0.0	34.753	0.0	2.822	0.052	35.799
23:59:08	0.0	4.075	0.0	34.766	0.0	2.822	0.052	35.79
23:59:24	0.0	4.075	0.0	34.767	0.0	2.822	0.052	35.793
23:59:39	0.0	4.075	0.0	34.774	0.0	2.822	0.052	35.8
23:59:55	0.0	4.075	0.0	34.751	0.0	2.822	0.052	35.77
