Time	value_on_device_(l/h)_CO2       	value_in_program_(l/h)_CO2       	Gas_consumption_(l)_CO2       	Temperature_(C)_CO2       	value_on_device_(l/h)_Ar        	value_in_program_(l/h)_Ar        	Gas_consumption_(l)_Ar        	Temperature_(C)_Ar        
00:13:01	0.0	4.075	0.0	34.782	0.0	2.822	0.052	35.754
00:13:17	0.0	4.075	0.0	34.785	0.0	2.822	0.052	35.747
00:13:33	0.0	4.075	0.0	34.796	0.0	2.822	0.052	35.785
00:13:49	0.0	4.075	0.0	34.794	0.0	2.822	0.052	35.798
00:14:04	0.0	4.075	0.0	34.788	0.0	2.822	0.052	35.784
00:14:20	0.0	4.075	0.0	34.806	0.0	2.822	0.052	35.785
00:14:36	0.0	4.075	0.0	34.796	0.0	2.822	0.052	35.768
00:14:52	0.0	4.075	0.0	34.799	0.0	2.822	0.052	35.796
00:15:08	0.0	4.075	0.0	34.815	0.0	2.822	0.052	35.783
00:15:23	0.0	4.075	0.0	34.809	0.0	2.822	0.052	35.777
00:15:39	0.0	4.075	0.0	34.802	0.0	2.822	0.052	35.796
00:15:54	0.0	4.075	0.0	34.821	0.0	2.822	0.052	35.795
00:16:10	0.0	4.075	0.0	34.824	0.0	2.822	0.052	35.802
00:16:26	0.0	4.075	0.0	34.859	0.0	2.822	0.052	35.78
00:16:42	0.0	4.075	0.0	34.842	0.0	2.822	0.052	35.794
00:16:58	0.0	4.075	0.0	34.823	0.0	2.822	0.052	35.792
00:17:13	0.0	4.075	0.0	34.804	0.0	2.822	0.052	35.784
00:17:29	0.0	4.075	0.0	34.844	0.0	2.822	0.052	35.807
00:17:45	0.0	4.075	0.0	34.842	0.0	2.822	0.052	35.781
00:18:01	0.0	4.075	0.0	34.829	0.0	2.822	0.052	35.793
00:18:17	0.0	4.075	0.0	34.835	0.0	2.822	0.052	35.784
00:18:32	0.0	4.075	0.0	34.85	0.0	2.822	0.052	35.787
00:18:48	0.0	4.075	0.0	34.847	0.0	2.822	0.052	35.798
00:19:04	0.0	4.075	0.0	34.853	0.0	2.822	0.052	35.787
00:19:20	0.0	4.075	0.0	34.832	0.0	2.822	0.052	35.768
00:19:36	0.0	4.075	0.0	34.831	0.0	2.822	0.052	35.799
00:19:51	0.0	4.075	0.0	34.839	0.0	2.822	0.052	35.781
00:20:07	0.0	4.075	0.0	34.85	0.0	2.822	0.052	35.783
00:20:23	0.0	4.075	0.0	34.856	0.0	2.822	0.052	35.81
00:20:38	0.0	4.075	0.0	34.861	0.0	2.822	0.052	35.771
00:20:54	0.0	4.075	0.0	34.867	0.0	2.822	0.052	35.775
00:21:10	0.0	4.075	0.0	34.862	0.0	2.822	0.052	35.763
00:21:26	0.0	4.075	0.0	34.87	0.0	2.822	0.052	35.774
00:21:42	0.0	4.075	0.0	34.853	0.0	2.822	0.052	35.793
00:21:58	0.0	4.075	0.0	34.866	0.0	2.822	0.052	35.79
00:22:13	0.0	4.075	0.0	34.867	0.0	2.822	0.052	35.789
00:22:29	0.0	4.075	0.0	34.875	0.0	2.822	0.052	35.804
00:22:45	0.0	4.075	0.0	34.883	0.0	2.822	0.052	35.797
00:23:00	0.0	4.075	0.0	34.897	0.0	2.822	0.052	35.787
00:23:16	0.0	4.075	0.0	34.884	0.0	2.822	0.052	35.761
00:23:32	0.0	4.075	0.0	34.852	0.0	2.822	0.052	35.777
00:23:48	0.0	4.075	0.0	34.886	0.0	2.822	0.052	35.781
00:24:03	0.0	4.075	0.0	34.914	0.0	2.822	0.052	35.774
00:24:19	0.0	4.075	0.0	34.882	0.0	2.822	0.052	35.773
00:24:35	0.0	4.075	0.0	34.877	0.0	2.822	0.052	35.769
00:24:50	0.0	4.075	0.0	34.878	0.0	2.822	0.052	35.792
00:25:06	0.0	4.075	0.0	34.908	0.0	2.822	0.052	35.783
00:25:22	0.0	4.075	0.0	34.906	0.0	2.822	0.052	35.779
00:25:38	0.0	4.075	0.0	34.92	0.0	2.822	0.052	35.768
00:25:54	0.0	4.075	0.0	34.92	0.0	2.822	0.052	35.781
00:26:10	0.0	4.075	0.0	34.916	0.0	2.822	0.052	35.796
00:26:26	0.0	4.075	0.0	34.927	0.0	2.822	0.052	35.782
00:26:42	0.0	4.075	0.0	34.914	0.0	2.822	0.052	35.781
00:26:58	0.0	4.075	0.0	34.937	0.0	2.822	0.052	35.812
00:27:13	0.0	4.075	0.0	34.911	0.0	2.822	0.052	35.785
00:27:29	0.0	4.075	0.0	34.922	0.0	2.822	0.052	35.782
00:27:45	0.0	4.075	0.0	34.941	0.0	2.822	0.052	35.778
00:28:00	0.0	4.075	0.0	34.916	0.0	2.822	0.052	35.798
00:28:16	0.0	4.075	0.0	34.937	0.0	2.822	0.052	35.824
00:28:32	0.0	4.075	0.0	34.934	0.0	2.822	0.052	35.804
00:28:48	0.0	4.075	0.0	34.932	0.0	2.822	0.052	35.814
00:29:03	0.0	4.075	0.0	34.933	0.0	2.822	0.052	35.804
00:29:19	0.0	4.075	0.0	34.954	0.0	2.822	0.052	35.814
00:29:35	0.0	4.075	0.0	34.948	0.0	2.822	0.052	35.81
00:29:50	0.0	4.075	0.0	34.937	0.0	2.822	0.052	35.79
00:30:06	0.0	4.075	0.0	34.967	0.0	2.822	0.052	35.794
00:30:21	0.0	4.075	0.0	34.942	0.0	2.822	0.052	35.809
00:30:37	0.0	4.075	0.0	34.954	0.0	2.822	0.052	35.789
00:30:53	0.0	4.075	0.0	34.954	0.0	2.822	0.052	35.812
00:31:09	0.0	4.075	0.0	34.955	0.0	2.822	0.052	35.788
00:31:24	0.0	4.075	0.0	34.962	0.0	2.822	0.052	35.804
00:31:40	0.0	4.075	0.0	34.942	0.0	2.822	0.052	35.796
00:31:56	0.0	4.075	0.0	34.961	0.0	2.822	0.052	35.823
00:32:12	0.0	4.075	0.0	34.976	0.0	2.822	0.052	35.83
00:32:28	0.0	4.075	0.0	34.963	0.0	2.822	0.052	35.809
00:32:44	0.0	4.075	0.0	34.958	0.0	2.822	0.052	35.834
00:32:59	0.0	4.075	0.0	34.993	0.0	2.822	0.052	35.837
00:33:15	0.0	4.075	0.0	34.98	0.0	2.822	0.052	35.835
00:33:31	0.0	4.075	0.0	34.964	0.0	2.822	0.052	35.813
00:33:47	0.0	4.075	0.0	34.988	0.0	2.822	0.052	35.832
00:34:02	0.0	4.075	0.0	34.979	0.0	2.822	0.052	35.81
00:34:18	0.0	4.075	0.0	34.964	0.0	2.822	0.052	35.822
00:34:34	0.0	4.075	0.0	34.969	0.0	2.822	0.052	35.817
00:34:49	0.0	4.075	0.0	35.001	0.0	2.822	0.052	35.84
00:35:05	0.0	4.075	0.0	35.003	0.0	2.822	0.052	35.82
00:35:20	0.0	4.075	0.0	34.999	0.0	2.822	0.052	35.819
00:35:36	0.0	4.075	0.0	35.004	0.0	2.822	0.052	35.818
00:35:52	0.0	4.075	0.0	35.015	0.0	2.822	0.052	35.829
00:36:07	0.0	4.075	0.0	35.0	0.0	2.822	0.052	35.833
00:36:23	0.0	4.075	0.0	34.991	0.0	2.822	0.052	35.836
00:36:39	0.0	4.075	0.0	34.998	0.0	2.822	0.052	35.823
00:36:55	0.0	4.075	0.0	34.987	0.0	2.822	0.052	35.833
00:37:10	0.0	4.075	0.0	35.01	0.0	2.822	0.052	35.847
00:37:25	0.0	4.075	0.0	34.981	0.0	2.822	0.052	35.84
00:37:41	0.0	4.075	0.0	35.015	0.0	2.822	0.052	35.859
00:37:56	0.0	4.075	0.0	35.007	0.0	2.822	0.052	35.803
00:38:12	0.0	4.075	0.0	35.004	0.0	2.822	0.052	35.833
00:38:28	0.0	4.075	0.0	35.021	0.0	2.822	0.052	35.835
00:38:44	0.0	4.075	0.0	35.025	0.0	2.822	0.052	35.822
00:38:59	0.0	4.075	0.0	35.009	0.0	2.822	0.052	35.827
00:39:15	0.0	4.075	0.0	35.014	0.0	2.822	0.052	35.809
00:39:31	0.0	4.075	0.0	35.029	0.0	2.822	0.052	35.847
00:39:47	0.0	4.075	0.0	35.018	0.0	2.822	0.052	35.825
00:40:02	0.0	4.075	0.0	35.018	0.0	2.822	0.052	35.825
00:40:18	0.0	4.075	0.0	35.013	0.0	2.822	0.052	35.832
00:40:34	0.0	4.075	0.0	35.02	0.0	2.822	0.052	35.848
00:40:50	0.0	4.075	0.0	35.033	0.0	2.822	0.052	35.806
00:41:05	0.0	4.075	0.0	35.03	0.0	2.822	0.052	35.847
00:41:21	0.0	4.075	0.0	35.022	0.0	2.822	0.052	35.835
00:41:37	0.0	4.075	0.0	35.007	0.0	2.822	0.052	35.831
00:41:54	0.0	4.075	0.0	35.041	0.0	2.822	0.052	35.83
00:42:10	0.0	4.075	0.0	35.035	0.0	2.822	0.052	35.84
00:42:25	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.825
00:42:41	0.0	4.075	0.0	35.033	0.0	2.822	0.052	35.842
00:42:57	0.0	4.075	0.0	35.062	0.0	2.822	0.052	35.868
00:43:13	0.0	4.075	0.0	35.051	0.0	2.822	0.052	35.853
00:43:29	0.0	4.075	0.0	35.033	0.0	2.822	0.052	35.83
00:43:44	0.0	4.075	0.0	35.045	0.0	2.822	0.052	35.847
00:44:00	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.848
00:44:16	0.0	4.075	0.0	35.043	0.0	2.822	0.052	35.854
00:44:31	0.0	4.075	0.0	35.028	0.0	2.822	0.052	35.848
00:44:47	0.0	4.075	0.0	35.041	0.0	2.822	0.052	35.855
00:45:03	0.0	4.075	0.0	35.037	0.0	2.822	0.052	35.843
00:45:19	0.0	4.075	0.0	35.049	0.0	2.822	0.052	35.858
00:45:34	0.0	4.075	0.0	35.043	0.0	2.822	0.052	35.835
00:45:51	0.0	4.075	0.0	35.065	0.0	2.822	0.052	35.861
00:46:07	0.0	4.075	0.0	35.033	0.0	2.822	0.052	35.851
00:46:22	0.0	4.075	0.0	35.052	0.0	2.822	0.052	35.865
00:46:38	0.0	4.075	0.0	35.031	0.0	2.822	0.052	35.854
00:46:54	0.0	4.075	0.0	35.058	0.0	2.822	0.052	35.874
00:47:09	0.0	4.075	0.0	35.063	0.0	2.822	0.052	35.867
00:47:25	0.0	4.075	0.0	35.042	0.0	2.822	0.052	35.871
00:47:41	0.0	4.075	0.0	35.049	0.0	2.822	0.052	35.866
00:47:57	0.0	4.075	0.0	35.052	0.0	2.822	0.052	35.858
00:48:12	0.0	4.075	0.0	35.049	0.0	2.822	0.052	35.847
00:48:28	0.0	4.075	0.0	35.068	0.0	2.822	0.052	35.862
00:48:44	0.0	4.075	0.0	35.055	0.0	2.822	0.052	35.872
00:49:00	0.0	4.075	0.0	35.03	0.0	2.822	0.052	35.881
00:49:16	0.0	4.075	0.0	35.039	0.0	2.822	0.052	35.867
00:49:32	0.0	4.075	0.0	35.063	0.0	2.822	0.052	35.888
00:49:48	0.0	4.075	0.0	35.064	0.0	2.822	0.052	35.889
00:50:04	0.0	4.075	0.0	35.064	0.0	2.822	0.052	35.87
00:50:20	0.0	4.075	0.0	35.059	0.0	2.822	0.052	35.89
00:50:35	0.0	4.075	0.0	35.05	0.0	2.822	0.052	35.871
00:50:51	0.0	4.075	0.0	35.061	0.0	2.822	0.052	35.888
00:51:07	0.0	4.075	0.0	35.046	0.0	2.822	0.052	35.889
00:51:23	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.89
00:51:38	0.0	4.075	0.0	35.058	0.0	2.822	0.052	35.864
00:51:54	0.0	4.075	0.0	35.057	0.0	2.822	0.052	35.889
00:52:10	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.877
00:52:26	0.0	4.075	0.0	35.033	0.0	2.822	0.052	35.882
00:52:41	0.0	4.075	0.0	35.053	0.0	2.822	0.052	35.88
00:52:57	0.0	4.075	0.0	35.037	0.0	2.822	0.052	35.896
00:53:12	0.0	4.075	0.0	35.049	0.0	2.822	0.052	35.892
00:53:28	0.0	4.075	0.0	35.057	0.0	2.822	0.052	35.888
00:53:44	0.0	4.075	0.0	35.054	0.0	2.822	0.052	35.886
00:54:00	0.0	4.075	0.0	35.05	0.0	2.822	0.052	35.898
00:54:15	0.0	4.075	0.0	35.045	0.0	2.822	0.052	35.902
00:54:31	0.0	4.075	0.0	35.045	0.0	2.822	0.052	35.89
00:54:47	0.0	4.075	0.0	35.054	0.0	2.822	0.052	35.905
00:55:02	0.0	4.075	0.0	35.042	0.0	2.822	0.052	35.924
00:55:18	0.0	4.075	0.0	35.043	0.0	2.822	0.052	35.906
00:55:34	0.0	4.075	0.0	35.027	0.0	2.822	0.052	35.915
00:55:50	0.0	4.075	0.0	35.041	0.0	2.822	0.052	35.907
00:56:05	0.0	4.075	0.0	35.055	0.0	2.822	0.052	35.91
00:56:21	0.0	4.075	0.0	35.037	0.0	2.822	0.052	35.905
00:56:37	0.0	4.075	0.0	35.056	0.0	2.822	0.052	35.917
00:56:53	0.0	4.075	0.0	35.048	0.0	2.822	0.052	35.928
00:57:08	0.0	4.075	0.0	35.041	0.0	2.822	0.052	35.894
00:57:24	0.0	4.075	0.0	35.037	0.0	2.822	0.052	35.905
00:57:40	0.0	4.075	0.0	35.064	0.0	2.822	0.052	35.922
00:57:55	0.0	4.075	0.0	35.063	0.0	2.822	0.052	35.915
00:58:11	0.0	4.075	0.0	35.053	0.0	2.822	0.052	35.927
00:58:26	0.0	4.075	0.0	35.062	0.0	2.822	0.052	35.899
00:58:42	0.0	4.075	0.0	35.062	0.0	2.822	0.052	35.919
00:58:58	0.0	4.075	0.0	35.05	0.0	2.822	0.052	35.933
00:59:13	0.0	4.075	0.0	35.049	0.0	2.822	0.052	35.938
00:59:29	0.0	4.075	0.0	35.052	0.0	2.822	0.052	35.956
00:59:45	0.0	4.075	0.0	35.051	0.0	2.822	0.052	35.949
01:00:01	0.0	4.075	0.0	35.107	0.0	2.822	0.052	35.932
01:00:16	0.0	4.075	0.0	35.082	0.0	2.822	0.052	35.939
01:00:32	0.0	4.075	0.0	35.084	0.0	2.822	0.052	35.936
01:00:47	0.0	4.075	0.0	35.071	0.0	2.822	0.052	35.934
01:01:03	0.0	4.075	0.0	35.068	0.0	2.822	0.052	35.964
01:01:19	0.0	4.075	0.0	35.075	0.0	2.822	0.052	35.962
01:01:34	0.0	4.075	0.0	35.066	0.0	2.822	0.052	35.938
01:01:50	0.0	4.075	0.0	35.067	0.0	2.822	0.052	35.953
01:02:06	0.0	4.075	0.0	35.076	0.0	2.822	0.052	35.965
01:02:22	0.0	4.075	0.0	35.091	0.0	2.822	0.052	35.953
01:02:37	0.0	4.075	0.0	35.072	0.0	2.822	0.052	35.949
01:02:53	0.0	4.075	0.0	35.092	0.0	2.822	0.052	35.959
01:03:09	0.0	4.075	0.0	35.085	0.0	2.822	0.052	35.963
01:03:24	0.0	4.075	0.0	35.085	0.0	2.822	0.052	35.954
01:03:40	0.0	4.075	0.0	35.078	0.0	2.822	0.052	35.958
01:03:56	0.0	4.075	0.0	35.102	0.0	2.822	0.052	35.967
01:04:11	0.0	4.075	0.0	35.072	0.0	2.822	0.052	35.989
01:04:27	0.0	4.075	0.0	35.082	0.0	2.822	0.052	35.969
01:04:43	0.0	4.075	0.0	35.086	0.0	2.822	0.052	35.981
01:04:59	0.0	4.075	0.0	35.099	0.0	2.822	0.052	35.968
01:05:15	0.0	4.075	0.0	35.092	0.0	2.822	0.052	35.976
01:05:31	0.0	4.075	0.0	35.104	0.0	2.822	0.052	35.973
01:05:46	0.0	4.075	0.0	35.091	0.0	2.822	0.052	35.978
01:06:02	0.0	4.075	0.0	35.079	0.0	2.822	0.052	35.974
01:06:17	0.0	4.075	0.0	35.1	0.0	2.822	0.052	35.985
01:06:33	0.0	4.075	0.0	35.103	0.0	2.822	0.052	35.993
01:06:48	0.0	4.075	0.0	35.062	0.0	2.822	0.052	35.975
01:07:04	0.0	4.075	0.0	35.076	0.0	2.822	0.052	35.97
01:07:20	0.0	4.075	0.0	35.095	0.0	2.822	0.052	35.987
01:07:36	0.0	4.075	0.0	35.1	0.0	2.822	0.052	35.971
01:07:52	0.0	4.075	0.0	35.091	0.0	2.822	0.052	35.979
01:08:07	0.0	4.075	0.0	35.088	0.0	2.822	0.052	35.998
01:08:23	0.0	4.075	0.0	35.079	0.0	2.822	0.052	35.968
01:08:39	0.0	4.075	0.0	35.073	0.0	2.822	0.052	35.997
01:08:55	0.0	4.075	0.0	35.072	0.0	2.822	0.052	35.976
01:09:10	0.0	4.075	0.0	35.077	0.0	2.822	0.052	35.98
01:09:26	0.0	4.075	0.0	35.077	0.0	2.822	0.052	35.99
01:09:42	0.0	4.075	0.0	35.06	0.0	2.822	0.052	35.978
01:09:58	0.0	4.075	0.0	35.079	0.0	2.822	0.052	35.975
01:10:13	0.0	4.075	0.0	35.071	0.0	2.822	0.052	35.974
01:10:29	0.0	4.075	0.0	35.074	0.0	2.822	0.052	35.984
01:10:45	0.0	4.075	0.0	35.057	0.0	2.822	0.052	35.964
01:11:00	0.0	4.075	0.0	35.068	0.0	2.822	0.052	35.979
01:11:16	0.0	4.075	0.0	35.076	0.0	2.822	0.052	35.996
01:11:31	0.0	4.075	0.0	35.065	0.0	2.822	0.052	35.984
01:11:47	0.0	4.075	0.0	35.056	0.0	2.822	0.052	35.971
01:12:02	0.0	4.075	0.0	35.033	0.0	2.822	0.052	35.993
01:12:18	0.0	4.075	0.0	35.063	0.0	2.822	0.052	35.99
01:12:33	0.0	4.075	0.0	35.073	0.0	2.822	0.052	35.978
01:12:49	0.0	4.075	0.0	35.057	0.0	2.822	0.052	35.991
01:13:05	0.0	4.075	0.0	35.036	0.0	2.822	0.052	35.989
01:13:20	0.0	4.075	0.0	35.066	0.0	2.822	0.052	35.995
01:13:36	0.0	4.075	0.0	35.058	0.0	2.822	0.052	35.994
01:13:52	0.0	4.075	0.0	35.058	0.0	2.822	0.052	36.0
01:14:07	0.0	4.075	0.0	35.087	0.0	2.822	0.052	35.998
01:14:23	0.0	4.075	0.0	35.072	0.0	2.822	0.052	36.004
01:14:38	0.0	4.075	0.0	35.08	0.0	2.822	0.052	35.991
01:14:54	0.0	4.075	0.0	35.076	0.0	2.822	0.052	35.978
01:15:10	0.0	4.075	0.0	35.072	0.0	2.822	0.052	36.0
01:15:25	0.0	4.075	0.0	35.059	0.0	2.822	0.052	36.004
01:15:41	0.0	4.075	0.0	35.062	0.0	2.822	0.052	35.978
01:15:56	0.0	4.075	0.0	35.064	0.0	2.822	0.052	36.006
01:16:12	0.0	4.075	0.0	35.058	0.0	2.822	0.052	35.996
01:16:28	0.0	4.075	0.0	35.069	0.0	2.822	0.052	35.997
01:16:44	0.0	4.075	0.0	35.055	0.0	2.822	0.052	35.973
01:16:59	0.0	4.075	0.0	35.079	0.0	2.822	0.052	36.011
01:17:15	0.0	4.075	0.0	35.075	0.0	2.822	0.052	35.992
01:17:31	0.0	4.075	0.0	35.05	0.0	2.822	0.052	36.004
01:17:47	0.0	4.075	0.0	35.053	0.0	2.822	0.052	35.991
01:18:03	0.0	4.075	0.0	35.058	0.0	2.822	0.052	35.994
01:18:19	0.0	4.075	0.0	35.072	0.0	2.822	0.052	35.976
01:18:34	0.0	4.075	0.0	35.07	0.0	2.822	0.052	36.011
01:18:50	0.0	4.075	0.0	35.062	0.0	2.822	0.052	36.002
01:19:05	0.0	4.075	0.0	35.058	0.0	2.822	0.052	35.988
01:19:21	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.991
01:19:37	0.0	4.075	0.0	35.039	0.0	2.822	0.052	35.988
01:19:52	0.0	4.075	0.0	35.073	0.0	2.822	0.052	35.985
01:20:08	0.0	4.075	0.0	35.064	0.0	2.822	0.052	36.005
01:20:24	0.0	4.075	0.0	35.055	0.0	2.822	0.052	35.992
01:20:40	0.0	4.075	0.0	35.038	0.0	2.822	0.052	36.001
01:20:55	0.0	4.075	0.0	35.053	0.0	2.822	0.052	36.003
01:21:11	0.0	4.075	0.0	35.037	0.0	2.822	0.052	36.003
01:21:27	0.0	4.075	0.0	35.059	0.0	2.822	0.052	35.993
01:21:43	0.0	4.075	0.0	35.081	0.0	2.822	0.052	36.004
01:21:59	0.0	4.075	0.0	35.058	0.0	2.822	0.052	36.022
01:22:15	0.0	4.075	0.0	35.053	0.0	2.822	0.052	36.001
01:22:30	0.0	4.075	0.0	35.04	0.0	2.822	0.052	36.0
01:22:46	0.0	4.075	0.0	35.038	0.0	2.822	0.052	36.01
01:23:02	0.0	4.075	0.0	35.052	0.0	2.822	0.052	36.003
01:23:17	0.0	4.075	0.0	35.046	0.0	2.822	0.052	36.017
01:23:33	0.0	4.075	0.0	35.065	0.0	2.822	0.052	35.997
01:23:49	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.989
01:24:05	0.0	4.075	0.0	35.055	0.0	2.822	0.052	35.998
01:24:21	0.0	4.075	0.0	35.047	0.0	2.822	0.052	36.011
01:24:37	0.0	4.075	0.0	35.037	0.0	2.822	0.052	35.978
01:24:52	0.0	4.075	0.0	35.041	0.0	2.822	0.052	35.995
01:25:08	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.997
01:25:24	0.0	4.075	0.0	35.05	0.0	2.822	0.052	35.997
01:25:40	0.0	4.075	0.0	35.035	0.0	2.822	0.052	35.98
01:25:56	0.0	4.075	0.0	35.047	0.0	2.822	0.052	35.988
01:26:11	0.0	4.075	0.0	35.056	0.0	2.822	0.052	35.986
01:26:27	0.0	4.075	0.0	35.054	0.0	2.822	0.052	36.003
01:26:43	0.0	4.075	0.0	35.07	0.0	2.822	0.052	36.008
01:26:58	0.0	4.075	0.0	35.056	0.0	2.822	0.052	36.005
01:27:14	0.0	4.075	0.0	35.054	0.0	2.822	0.052	35.992
01:27:30	0.0	4.075	0.0	35.044	0.0	2.822	0.052	35.985
01:27:45	0.0	4.075	0.0	35.038	0.0	2.822	0.052	36.004
01:28:01	0.0	4.075	0.0	35.043	0.0	2.822	0.052	35.986
01:28:17	0.0	4.075	0.0	35.029	0.0	2.822	0.052	35.989
01:28:33	0.0	4.075	0.0	35.043	0.0	2.822	0.052	35.997
01:28:48	0.0	4.075	0.0	35.056	0.0	2.822	0.052	35.991
01:29:04	0.0	4.075	0.0	35.042	0.0	2.822	0.052	36.007
01:29:20	0.0	4.075	0.0	35.032	0.0	2.822	0.052	36.002
01:29:35	0.0	4.075	0.0	35.034	0.0	2.822	0.052	36.007
01:29:51	0.0	4.075	0.0	35.041	0.0	2.822	0.052	36.005
01:30:07	0.0	4.075	0.0	35.059	0.0	2.822	0.052	35.982
01:30:22	0.0	4.075	0.0	35.052	0.0	2.822	0.052	35.995
01:30:38	0.0	4.075	0.0	35.056	0.0	2.822	0.052	35.994
01:30:54	0.0	4.075	0.0	35.035	0.0	2.822	0.052	35.998
01:31:10	0.0	4.075	0.0	35.05	0.0	2.822	0.052	35.994
01:31:25	0.0	4.075	0.0	35.034	0.0	2.822	0.052	35.99
01:31:41	0.0	4.075	0.0	35.062	0.0	2.822	0.052	35.986
01:31:57	0.0	4.075	0.0	35.044	0.0	2.822	0.052	35.992
01:32:13	0.0	4.075	0.0	35.011	0.0	2.822	0.052	35.987
01:32:29	0.0	4.075	0.0	35.044	0.0	2.822	0.052	35.982
01:32:45	0.0	4.075	0.0	35.036	0.0	2.822	0.052	35.996
01:33:00	0.0	4.075	0.0	35.048	0.0	2.822	0.052	35.977
01:33:16	0.0	4.075	0.0	35.045	0.0	2.822	0.052	36.013
01:33:31	0.0	4.075	0.0	35.024	0.0	2.822	0.052	36.0
01:33:47	0.0	4.075	0.0	35.061	0.0	2.822	0.052	35.983
01:34:03	0.0	4.075	0.0	35.035	0.0	2.822	0.052	35.977
01:34:19	0.0	4.075	0.0	35.039	0.0	2.822	0.052	35.989
01:34:35	0.0	4.075	0.0	35.026	0.0	2.822	0.052	35.991
